School_ID,Long_Name,Primary_Category,School_Latitude,School_Longitude,Graduation_4_Year_School_Pct_Year_2,College_Enrollment_School_Pct_Year_2,SAT_Grade_11_Score_School_Avg,Transition_Gap,geometry,GEOID,NAME,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,disadvantage_score
400161,Chicago Collegiate Charter School,HS,41.679318,-87.617968,89.3,57.1,834,32.199999999999996,POINT (-87.617968 41.679318),17031530100,Census Tract 5301; Cook County; Illinois,0.2610966057441253,10.546051712719995,0.1876332622601279,0.4844444444444444,0.5071942446043165,2.760753031385556
400162,Intrinsic Charter School,HS,41.938988,-87.741129,89.1,74.1,919,15.0,POINT (-87.741129 41.938988),17031161200,Census Tract 1612; Cook County; Illinois,0.1625478593804385,11.161820693064698,0.075,0.206845238095238,0.4625850340136054,0.0865873549989567
400164,Instituto - Justice and Leadership,HS,41.845957,-87.685903,36.4,11.9,0,24.5,POINT (-87.685903 41.845957),17031841300,Census Tract 8413; Cook County; Illinois,0.1108277301182471,11.28657678270707,0.0695839311334289,0.1644120707596253,0.2261904761904762,-0.8591425242851723
400169,Noble - ITW David Speer Academy,HS,41.92563,-87.769808,92.3,80.0,906,12.299999999999995,POINT (-87.769808 41.92563),17031190602,Census Tract 1906.02; Cook County; Illinois,0.1547034378541745,11.023665619118798,0.0296643247462919,0.2844187963726298,0.4761029411764705,0.1610484294707041
400170,Noble - The Noble Academy,HS,41.906879,-87.645577,87.1,84.7,877,2.3999999999999915,POINT (-87.645577 41.906879),17031842200,Census Tract 8422; Cook County; Illinois,0.0535813436979455,11.533080971173792,0.0207736389684813,0.1068814055636896,0.4347536617842876,-1.4361280639485212
400172,ASPIRA Business and Finance,HS,41.935726,-87.718204,71.3,44.1,826,27.199999999999996,POINT (-87.718204 41.935726),17031210501,Census Tract 2105.01; Cook County; Illinois,0.2543614794138171,11.029682582289963,0.0551931761164074,0.1818181818181818,0.4568880079286422,0.3798172724917722
400176,Excel Academy Southwest,HS,41.765929,-87.69073,41.2,34.6,694,6.600000000000001,POINT (-87.69073 41.765929),17031660900,Census Tract 6609; Cook County; Illinois,0.3068057080131723,10.622107529069105,0.171733122779313,0.3168693009118541,0.55,2.3348207256618885
400179,Noble Mansueto High School,HS,41.800136,-87.728003,93.5,76.1,923,17.400000000000006,POINT (-87.728003 41.800136),17031570500,Census Tract 5705; Cook County; Illinois,0.0152700186219739,11.261536748215716,0.2312236286919831,0.0241935483870967,0.5223367697594502,-0.0728526785058834
609674,Chicago Vocational Career Academy High School,HS,41.737174,-87.573268,82.7,41.7,779,41.0,POINT (-87.573268 41.737174),17031450300,Census Tract 4503; Cook County; Illinois,0.1831840508523548,10.858806671377762,0.1044867854947756,0.3473557692307692,0.5575539568345323,1.2684783528413686
609676,Paul Laurence Dunbar Career Academy High School,HS,41.840226,-87.617637,71.8,40.7,754,31.09999999999999,POINT (-87.617637 41.840226),17031839200,Census Tract 8392; Cook County; Illinois,0.2815286624203821,10.671046230609884,0.1291460832745236,0.0,0.386780905752754,0.6158616674630814
609678,William Jones College Preparatory High School,HS,41.873066,-87.627675,94.1,87.0,"1,276",7.099999999999994,POINT (-87.627675 41.873066),17031839000,Census Tract 8390; Cook County; Illinois,0.1563658218972252,11.611013600860948,0.1069001568217459,0.0806658130601792,0.3741467576791809,-0.722888415375728
609679,Charles Allen Prosser Career Academy High School,HS,41.920059,-87.761048,91.4,74.0,903,17.400000000000006,POINT (-87.761048 41.920059),17031191200,Census Tract 1912; Cook County; Illinois,0.1953624733475479,10.955916276899757,0.0640949554896142,0.3421052631578947,0.3773584905660377,0.6114803723412686
609680,Walter Payton College Preparatory High School,HS,41.901575,-87.635385,97.2,91.1,"1,334",6.1000000000000085,POINT (-87.635385 41.901575),17031838300,Census Tract 8383; Cook County; Illinois,0.0969621306699958,11.629650163007094,0.0223285486443381,0.1729106628242075,0.3194555644515612,-1.3487360836618791
609682,Ellen H Richards Career Academy High School,HS,41.802881,-87.662278,74.5,48.7,736,25.799999999999997,POINT (-87.662278 41.802881),17031611200,Census Tract 6112; Cook County; Illinois,0.3989361702127659,10.397970356961943,0.1010901883052527,0.4068522483940043,0.569937369519833,2.7960918577772365
609691,North-Grand High School,HS,41.911674,-87.735238,82.0,60.2,841,21.799999999999997,POINT (-87.735238 41.911674),17031230500,Census Tract 2305; Cook County; Illinois,0.2451298701298701,10.254602065894211,0.0882956878850102,0.2931937172774869,0.5781741867785939,1.8717221163328863
609692,Neal F Simeon Career Academy High School,HS,41.745781,-87.63541,86.1,53.1,802,32.99999999999999,POINT (-87.63541 41.745781),17031842400,Census Tract 8424; Cook County; Illinois,0.1297162457125039,11.192940562206465,0.0454878943506969,0.2225274725274725,0.6413427561837456,0.1140441167268889
609693,George Westinghouse College Prep,HS,41.889977,-87.707332,94.1,86.4,"1,005",7.699999999999989,POINT (-87.707332 41.889977),17031836700,Census Tract 8367; Cook County; Illinois,0.1699242122058236,10.84805471136194,0.0317337461300309,0.4144981412639405,0.5106951871657754,0.8758666526742355
609694,John Hancock College Preparatory High School,HS,41.791464,-87.72447,97.1,80.4,"1,078",16.69999999999999,POINT (-87.72447 41.791464),17031620300,Census Tract 6203; Cook County; Illinois,0.1060734463276836,11.116796637839052,0.0856817534870481,0.2626959247648903,0.5413416536661466,0.2847314590231092
609695,Roald Amundsen High School,HS,41.975067,-87.679484,93.2,77.7,998,15.5,POINT (-87.679484 41.975067),17031040402,Census Tract 404.02; Cook County; Illinois,0.0713660245183887,11.45245333152685,0.0599065677383896,0.0219907407407407,0.2808676307007786,-1.5855725574902766
609698,William J Bogan High School,HS,41.749376,-87.721097,70.3,44.5,799,25.799999999999997,POINT (-87.721097 41.749376),17031700401,Census Tract 7004.01; Cook County; Illinois,0.194757156642007,11.303006580984167,0.1111111111111111,0.2524407252440725,0.6836734693877551,0.8749077134895835
609704,David G Farragut Career Academy High School,HS,41.84856,-87.708706,70.4,82.4,814,-12.0,POINT (-87.708706 41.84856),17031300800,Census Tract 3008; Cook County; Illinois,0.4780534351145038,10.298363459090025,0.0545330606680299,0.3967446592065107,0.6484118291347207,3.037279019995415
609705,Christian Fenger Academy High School,HS,41.689951,-87.637572,70.3,59.5,783,10.799999999999995,POINT (-87.637572 41.689951),17031491200,Census Tract 4912; Cook County; Illinois,0.1488347457627118,10.88904311891194,0.1537484116899618,0.1501057082452431,0.4173553719008264,0.5367243151763623
609708,Edwin G. Foreman College and Career Academy,HS,41.939797,-87.754167,65.9,47.6,797,18.300000000000004,POINT (-87.754167 41.939797),17031151001,Census Tract 1510.01; Cook County; Illinois,0.1072319201995012,11.44976199801219,0.0615894039735099,0.1288888888888889,0.4322033898305085,-0.8059984890351457
609709,Gage Park High School,HS,41.791013,-87.688954,75.9,50.7,793,25.200000000000003,POINT (-87.688954 41.791013),17031835100,Census Tract 8351; Cook County; Illinois,0.2010287183883412,10.758944890802534,0.0839805825242718,0.4082474226804123,0.6173913043478261,1.6082708549420692
609710,John M Harlan Community Academy High School,HS,41.718372,-87.620623,75.9,36.6,759,39.3,POINT (-87.620623 41.718372),17031490500,Census Tract 4905; Cook County; Illinois,0.129375,11.114460796506808,0.0797101449275362,0.1979434447300771,0.4245810055865922,-0.0749746588796656
609712,Emil G Hirsch Metropolitan High School,HS,41.753748,-87.601727,31.8,26.7,763,5.100000000000001,POINT (-87.601727 41.753748),17031691500,Census Tract 6915; Cook County; Illinois,0.558311345646438,10.015163086426718,0.3829268292682927,0.5907928388746803,0.6246200607902735,6.317902631058808
609713,Hyde Park Academy High School,HS,41.782257,-87.586615,85.4,42.1,785,43.3,POINT (-87.586615 41.782257),17031420100,Census Tract 4201; Cook County; Illinois,0.4530386740331492,9.965287953441576,0.1709039548022599,0.3457142857142857,0.5076923076923077,3.579027162220147
609715,Thomas Kelly College Preparatory,HS,41.818729,-87.694639,68.5,68.2,885,0.2999999999999971,POINT (-87.694639 41.818729),17031580501,Census Tract 5805.01; Cook County; Illinois,0.1288370082144401,10.733217714882608,0.127838519764508,0.095067264573991,0.4917184265010352,0.4041044636931841
609716,Kelvyn Park High School,HS,41.927918,-87.735999,71.3,63.2,810,8.099999999999994,POINT (-87.735999 41.927918),17031200200,Census Tract 2002; Cook County; Illinois,0.1758737316798196,11.07570649724384,0.0282413350449293,0.1404651162790697,0.4263157894736842,-0.3511484092502972
609718,John F Kennedy High School,HS,41.789961,-87.78084,79.4,71.9,894,7.5,POINT (-87.78084 41.789961),17031561100,Census Tract 5611; Cook County; Illinois,0.0161345108695652,11.471332339871866,0.0288586251621271,0.094047619047619,0.5467625899280576,-1.3106999254807197
609719,Lake View High School,HS,41.954764,-87.668953,86.5,62.3,893,24.200000000000003,POINT (-87.668953 41.954764),17031060100,Census Tract 601; Cook County; Illinois,0.0280050346129641,11.815042845218263,0.0183077684314695,0.134185303514377,0.4507874015748031,-1.7138513572361458
609720,Albert G Lane Technical High School,HS,41.946645,-87.691013,97.4,90.9,"1,256",6.5,POINT (-87.691013 41.946645),17031843700,Census Tract 8437; Cook County; Illinois,0.0713412148389726,12.162037159940418,0.032880629020729,0.0749185667752443,0.3382789317507418,-2.1675070969925065
609722,Manley Career Academy High School,HS,41.870939,-87.699896,45.5,10.0,716,35.5,POINT (-87.699896 41.870939),17031271800,Census Tract 2718; Cook County; Illinois,0.0457317073170731,10.971073462599117,0.0694444444444444,0.6329113924050633,0.7241379310344828,1.5633796381363232
609723,John Marshall Metropolitan High School,HS,41.878444,-87.70805,67.9,32.1,740,35.800000000000004,POINT (-87.70805 41.878444),17031271300,Census Tract 2713; Cook County; Illinois,0.3786307053941908,10.081633737919605,0.1531007751937984,0.4230769230769231,0.66796875,3.584162217084176
609724,Stephen T Mather High School,HS,41.987589,-87.702496,86.3,70.8,916,15.5,POINT (-87.702496 41.987589),17031020701,Census Tract 207.01; Cook County; Illinois,0.0845396641574985,11.429804691575846,0.0843373493975903,0.0268595041322314,0.5194805194805194,-0.8886481052854213
609725,Morgan Park High School,HS,41.692035,-87.665658,78.0,74.9,810,3.0999999999999943,POINT (-87.665658 41.692035),17031750500,Census Tract 7505; Cook County; Illinois,0.1838923112023728,10.875780474525568,0.0976645435244161,0.1482649842271293,0.5458333333333333,0.5696738147449629
609726,Gwendolyn Brooks College Preparatory Academy HS,HS,41.692763,-87.616353,91.0,65.5,"1,111",25.5,POINT (-87.616353 41.692763),17031490901,Census Tract 4909.01; Cook County; Illinois,0.4169909208819715,10.464188465795766,0.1910192444761226,0.4687953555878084,0.6823394495412844,3.790859704072414
609727,Wendell Phillips Academy High School,HS,41.82388,-87.619796,72.2,61.8,764,10.400000000000006,POINT (-87.619796 41.82388),17031839600,Census Tract 8396; Cook County; Illinois,0.2343589743589743,11.083095940409448,0.0899001109877913,0.2148997134670487,0.4588910133843212,0.575510132077868
609728,Theodore Roosevelt High School,HS,41.964828,-87.714819,75.7,55.6,841,20.1,POINT (-87.714819 41.964828),17031140702,Census Tract 1407.02; Cook County; Illinois,0.1259686429987385,11.206006205330874,0.0474710370161062,0.2107913669064748,0.4888408927285817,-0.2240294861408116
609729,Carl Schurz High School,HS,41.946365,-87.735612,80.4,62.5,852,17.900000000000006,POINT (-87.735612 41.946365),17031161100,Census Tract 1611; Cook County; Illinois,0.0580933465739821,11.97283456546678,0.0512409927942353,0.0820244328097731,0.448087431693989,-1.694921538935288
609730,Nicholas Senn High School,HS,41.989029,-87.667136,85.0,75.2,933,9.799999999999995,POINT (-87.667136 41.989029),17031030500,Census Tract 305; Cook County; Illinois,0.047425694331655,11.602537623659916,0.0178872053872053,0.0653266331658291,0.2838665759019741,-1.959423766087158
609732,Charles P Steinmetz College Preparatory HS,HS,41.935634,-87.783515,75.5,63.0,833,12.5,POINT (-87.783515 41.935634),17031190401,Census Tract 1904.01; Cook County; Illinois,0.0973170731707317,11.436465498275332,0.0548172757475083,0.1576305220883534,0.5345454545454545,-0.5967142362107524
609733,Roger C Sullivan High School,HS,42.002688,-87.669192,69.0,51.7,878,17.299999999999997,POINT (-87.669192 42.002688),17031830600,Census Tract 8306; Cook County; Illinois,0.2074879732273583,10.991443261015707,0.0959866220735786,0.2116040955631399,0.4614420062695925,0.5850912150500257
609734,William Howard Taft High School,HS,41.982961,-87.791547,92.0,72.5,965,19.5,POINT (-87.791547 41.982961),17031100300,Census Tract 1003; Cook County; Illinois,0.1069354838709677,11.329855628284692,0.015346181299072,0.0216316440049443,0.608352144469526,-0.9933936962244077
609735,Edward Tilden Career Community Academy HS,HS,41.80751,-87.642966,61.8,35.0,800,26.799999999999997,POINT (-87.642966 41.80751),17031843800,Census Tract 8438; Cook County; Illinois,0.1899932386747802,10.376455533745878,0.0992125984251968,0.2344632768361582,0.328537170263789,0.944178478818425
609737,Friedrich W Von Steuben Metropolitan Science HS,HS,41.973185,-87.713386,93.9,76.0,"1,025",17.900000000000006,POINT (-87.713386 41.973185),17031831800,Census Tract 8318; Cook County; Illinois,0.1402078127055109,11.295652150054387,0.0338693957115009,0.2787916928886091,0.3310961968680089,-0.4226321887880911
609738,Lincoln Park High School,HS,41.918268,-87.646009,79.4,88.5,"1,081",-9.099999999999994,POINT (-87.646009 41.918268),17031071200,Census Tract 712; Cook County; Illinois,0.1412405699916177,11.740706247687838,0.0749506903353057,0.0,0.4584103512014787,-1.2089591099649202
609739,George Washington High School,HS,41.688137,-87.53757,88.3,63.0,866,25.299999999999997,POINT (-87.53757 41.688137),17031520600,Census Tract 5206; Cook County; Illinois,0.0686381891201168,11.509800587622705,0.054054054054054,0.1480314960629921,0.0934579439252336,-1.6490792478658467
609740,Wells Community Academy High School,HS,41.898995,-87.667483,78.5,50.8,768,27.700000000000003,POINT (-87.667483 41.898995),17031242100,Census Tract 2421; Cook County; Illinois,0.0911710767618548,12.095224880194644,0.0390652249738402,0.0651041666666666,0.3590010405827263,-1.9726176928844523
609741,Gurdon S Hubbard High School,HS,41.780526,-87.718014,82.4,65.6,874,16.80000000000001,POINT (-87.718014 41.780526),17031650100,Census Tract 6501; Cook County; Illinois,0.0775176176403728,11.001533013921335,0.0783611774065234,0.1927710843373494,0.7176258992805755,0.3422395206033405
609746,Kenwood Academy High School,HS,41.803772,-87.590421,90.6,71.9,975,18.69999999999999,POINT (-87.590421 41.803772),17031390700,Census Tract 3907; Cook County; Illinois,0.1875618607720224,11.124789338983838,0.0531878622570746,0.1892130857648099,0.5503388189738625,0.1956571407575018
609748,Consuella B York Alternative High School,HS,41.842533,-87.695261,2.9,2.9,721,0.0,POINT (-87.695261 41.842533),17031843500,Census Tract 8435; Cook County; Illinois,0.3146341463414634,10.87568591634858,0.0753138075313807,0.6022727272727273,0.4263565891472868,2.159398086647433
609749,Northside College Preparatory High School,HS,41.981315,-87.708708,96.4,95.1,"1,303",1.3000000000000114,POINT (-87.708708 41.981315),17031831800,Census Tract 8318; Cook County; Illinois,0.1402078127055109,11.295652150054387,0.0338693957115009,0.2787916928886091,0.3310961968680089,-0.4226321887880911
609751,Dr  Martin Luther King  Jr  College Prep HS,HS,41.813675,-87.603874,93.0,73.1,939,19.90000000000001,POINT (-87.603874 41.813675),17031390300,Census Tract 3903; Cook County; Illinois,0.5071090047393365,9.876886870738948,0.2941704035874439,0.4613733905579399,0.4808541973490427,4.99274979111432
609753,Chicago High School for Agricultural Sciences,HS,41.691221,-87.71777,86.2,70.8,951,15.400000000000006,POINT (-87.71777 41.691221),17031740400,Census Tract 7404; Cook County; Illinois,0.0189845474613686,11.442438620918947,0.0775964982093115,0.2060778727445394,0.301255230125523,-1.0692594777416151
609754,Chicago Military Academy High School,HS,41.830555,-87.619216,84.6,50.9,856,33.699999999999996,POINT (-87.619216 41.830555),17031839600,Census Tract 8396; Cook County; Illinois,0.2343589743589743,11.083095940409448,0.0899001109877913,0.2148997134670487,0.4588910133843212,0.575510132077868
609755,Whitney M Young Magnet High School,HS,41.878603,-87.664233,94.8,88.5,"1,297",6.299999999999997,POINT (-87.664233 41.878603),17031833100,Census Tract 8331; Cook County; Illinois,0.0557146265807683,11.983641340508344,0.0194765672550213,0.0589953271028037,0.4104604889141557,-2.0620846204610603
609756,Marie Sklodowska Curie Metropolitan High School,HS,41.80306,-87.722042,76.9,68.5,900,8.400000000000006,POINT (-87.722042 41.80306),17031570400,Census Tract 5704; Cook County; Illinois,0.1233196960841613,11.226908671837508,0.0732484076433121,0.2175925925925926,0.5018867924528302,-0.0434133580705341
609759,Roberto Clemente Community Academy High School,HS,41.902626,-87.686906,75.2,56.3,785,18.90000000000001,POINT (-87.686906 41.902626),17031242400,Census Tract 2424; Cook County; Illinois,0.0639556377079482,11.543406172223817,0.0198019801980198,0.0559845559845559,0.2807192807192807,-1.856480224922494
609760,George Washington Carver Military Academy HS,HS,41.65629,-87.59062,85.1,63.8,873,21.299999999999997,POINT (-87.59062 41.65629),17031540102,Census Tract 5401.02; Cook County; Illinois,0.5076599579453289,10.265035603577836,0.2556451612903225,0.7506527415143603,0.3698252069917203,5.06666260554463
609761,George H Corliss High School,HS,41.70666,-87.601216,74.1,50.0,771,24.09999999999999,POINT (-87.601216 41.70666),17031500200,Census Tract 5002; Cook County; Illinois,0.1998907700709994,10.557139982397931,0.1349527665317139,0.5587583148558758,0.5537383177570093,2.474236004409846
609762,Percy L Julian High School,HS,41.705859,-87.653749,64.6,44.4,760,20.199999999999996,POINT (-87.653749 41.705859),17031730700,Census Tract 7307; Cook County; Illinois,0.1743881118881119,10.90652462628121,0.1413043478260869,0.2719486081370449,0.8507462686567164,1.7387760459212076
